,gisjoin,lat_tract,long_tract,population,adj_radiuspop_5,urbanindex,FIPS,total_pop
15083,G1200510000100,26.76051,-80.93363,7455,10114.0,9.221676,12051,39064
15089,G1200530040101,28.52297,-82.14772,5152,5081.0,8.533263,12053,179144
15133,G1200550960101,27.58072,-81.40424,2881,4287.0,8.363342,12055,100177
15158,G1200570000101,28.04901,-82.41188,4051,244936.0,12.40875,12057,1351087
15473,G1200590960100,30.95526,-85.68738,4017,1150.948,7.048341,12059,19483
15477,G1200610050100,27.63083,-80.41211,7275,84670.0,11.34652,12061,147981
15506,G1200630210100,30.95983,-85.15311,3832,1378.229,7.228555,12063,48571
15517,G1200650250101,30.50134,-83.87284,6422,1298.073,7.168636,12065,14085
15520,G1200670960100,30.18326,-83.2963,2815,837.8411,6.730828,12067,8684
15522,G1200690030102,29.08751,-81.55477,3740,1273.625,7.149623,12069,326215
15578,G1200710000301,26.67007,-81.83195,4901,88490.0,11.39065,12071,700165
15743,G1200730000200,30.44472,-84.27365,3845,165138.0,12.01454,12073,285890
15811,G1200750970101,29.44459,-82.47654,2418,2510.513,7.828242,12075,39713
15820,G1200770950100,30.21288,-84.80506,2343,517.2847,6.248593,12077,8347
15822,G1200790110100,30.58592,-83.39012,2779,2485.391,7.818185,12079,18518
15827,G1200810000101,27.49598,-82.57124,1342,185346.0,12.12998,12081,363542
15905,G1200830000100,29.37132,-82.31732,5832,1433.476,7.267858,12083,343778
15966,G1200850000100,27.21649,-80.18086,2653,46350.0,10.74398,12085,155719
16000,G1200860000107,25.92631,-80.12615,2457,304622.0,12.62683,12086,2702602
16511,G1200870970200,25.25938,-80.32559,1093,1182.974,7.075787,12087,76745
16540,G1200890050101,30.65681,-81.44753,6694,16387.0,9.704244,12089,78435
16552,G1200910020100,30.84815,-86.69212,7769,1209.133,7.097659,12091,197591
16593,G1200930910101,27.37493,-80.81181,6228,2135.913,7.666649,12093,40228
16604,G1200950010200,28.54568,-81.3698,4777,273471.0,12.51895,12095,1290216
16810,G1200970040801,28.27271,-81.57336,925,44546.0,10.70428,12097,330713
16851,G1200990000101,26.96148,-80.10292,7572,83885.0,11.3372,12099,1426772
17181,G1201010030101,28.41003,-82.67368,2711,40765.0,10.61558,12101,498136
17314,G1201030020101,27.7437,-82.68603,4939,200625.0,12.20919,12103,949842
17558,G1201050010300,28.0438,-81.93421,4517,131034.0,11.78321,12105,646711
17711,G1201070950100,29.7724,-81.66476,3927,1477.711,7.29825,12107,72435
17727,G1201090020200,29.9157,-81.31668,2500,32394.0,10.38573,12109,226578
17766,G1201110380100,27.45586,-80.3273,968,69356.0,11.14701,12111,298763
17809,G1201130010100,30.86434,-86.92796,3512,594.5328,6.387776,12113,166778
17834,G1201150000101,27.33753,-82.54424,4270,148946.0,11.91134,12115,404839
17928,G1201170020101,28.82109,-81.26513,1396,102818.0,11.54072,12117,449260
18014,G1201190910100,28.91794,-82.07327,3211,14028.0,9.548811,12119,116754
18033,G1201210970100,30.31217,-82.91542,6675,1177.97,7.071548,12121,43814
18040,G1201230950100,30.19991,-83.49803,3513,763.2893,6.637637,12123,22350
18044,G1201250960100,30.08614,-82.23976,3719,1119.014,7.020203,12125,15300
18047,G1201270080100,29.35714,-81.11942,8565,21693.0,9.984745,12127,511220
18160,G1201290010100,30.14516,-84.53248,5206,620.6937,6.430838,12129,31586
18164,G1201310950101,30.85095,-86.31665,7179,785.97,6.666919,12131,63457
18175,G1201330970102,30.72141,-85.55842,1645,6404.0,8.764678,12133,24472
18182,G1300010950100,31.87802,-82.27022,2830,2649.529,7.882137,13001,18471
18187,G1300030960100,31.32489,-83.02424,2106,1132.849,7.032491,13003,8313
18190,G1300050970100,31.56902,-82.38914,3159,1161.331,7.057322,13005,11279
18193,G1300070960100,31.3433,-84.36012,2116,929.8467,6.83502,13007,3251
18195,G1300090970100,33.07198,-83.13914,5469,7851.0,8.968396,13009,45527
18204,G1300110970100,34.43859,-83.51142,5494,2412.885,7.788578,13011,18363
18208,G1300130180103,34.0784,-83.80721,5152,61086.0,11.02004,13013,75099
18226,G1300150960101,34.37775,-84.72599,1461,10439.0,9.253304,13015,102623
18241,G1300170960100,31.74856,-83.11779,2670,1521.83,7.327669,13017,17272
18246,G1300190970100,31.3916,-83.19648,1940,911.6585,6.815266,13019,19014
18252,G1300210010100,32.84652,-83.64548,1500,88202.0,11.38739,13021,153923
18296,G1300230790100,32.4698,-83.27781,4607,1102.36,7.005209,13023,12779
18299,G1300250960100,31.24836,-81.82123,6904,877.016,6.776525,13025,18411
18302,G1300270960200,30.94658,-83.67159,1543,1660.925,7.41513,13027,15629
18307,G1300290920101,32.17862,-81.47698,5409,2441.946,7.80055,13029,34883
18313,G1300310110100,32.56749,-81.9048,3512,1182.323,7.075236,13031,73742
18325,G1300330950100,33.1728,-81.90755,5165,1327.431,7.191,13033,22645
18331,G1300350150100,33.30042,-83.8978,8079,10965.0,9.302464,13035,23556
18334,G1300370950100,31.52824,-84.56287,3353,641.6927,6.464109,13037,6503
18336,G1300390010100,31.03831,-81.72811,2791,718.2199,6.576776,13039,52252
18346,G1300430950100,32.47686,-82.07991,4813,1589.28,7.371036,13043,10894
18349,G1300450910101,33.72965,-84.92062,5935,23403.0,10.06062,13045,114898
18366,G1300470030100,34.90735,-85.06158,6522,14446.0,9.578173,13047,65870
18377,G1300490010100,30.91356,-82.15395,9776,338.1384,5.823455,13049,18945
18379,G1300510000100,32.08214,-81.10394,1864,97482.0,11.48742,13051,285506
18448,G1300530020100,32.27135,-84.75821,2486,1173.455,7.067708,13053,11096
18453,G1300550010100,34.48728,-85.22972,1930,2346.07,7.760497,13055,24880
18459,G1300570090100,34.34152,-84.37701,8874,2830.514,7.948214,13057,235896
18485,G1300590000100,33.95978,-83.3744,1795,105355.0,11.56509,13059,123554
18515,G1300610960300,31.62628,-84.9801,3024,777.6213,6.65624,13061,3024
18516,G1300630040202,33.61363,-84.41288,2647,173549.0,12.06422,13063,274150
18565,G1300650970100,31.06865,-82.78021,5341,405.382,6.00483,13065,6788
18567,G1300670030101,34.04757,-84.71075,7787,69348.0,11.14689,13067,739072
18687,G1300690010100,31.68922,-82.91104,3312,734.7003,6.599463,13069,43048
18696,G1300710970100,31.28116,-83.6579,5487,1563.754,7.354845,13071,45890
18706,G1300730030102,33.55104,-82.06622,9794,77371.0,11.25637,13073,143723
18726,G1300750960100,31.26469,-83.43654,2092,1215.88,7.103224,13075,17190
18730,G1300770170100,33.39164,-84.92294,7652,17392.0,9.763765,13077,138015
18750,G1300790070100,32.75812,-84.05927,3905,715.8134,6.57342,13079,12385
18753,G1300810010100,32.00566,-83.70819,3936,2658.581,7.885548,13081,23005
18759,G1300830040101,34.92921,-85.46447,4501,6081.0,8.712924,13083,16282
18763,G1300850970100,34.49482,-84.21918,8347,1396.935,7.242036,13085,23397
18766,G1300870970100,30.94347,-84.4508,3673,7801.0,8.962008,13087,27023
18773,G1300890020100,33.79899,-84.34423,2076,378745.0,12.84462,13089,736066
18917,G1300910960100,32.36951,-83.20103,3701,1985.682,7.593718,13091,21063
18923,G1300930970100,32.23251,-83.73451,5272,776.8985,6.65531,13093,14053
18926,G1300950000100,31.57255,-84.09069,4466,38769.0,10.56538,13095,91522
18953,G1300970080102,33.75531,-84.61543,7808,82931.0,11.32576,13097,140152
18973,G1300990090100,31.34668,-84.73002,1295,912.7335,6.816444,13099,10405
18978,G1301010880100,30.70403,-82.84758,1469,406.2125,6.006876,13101,4011
18980,G1301030030100,32.48032,-81.4101,3488,1043.522,6.950357,13103,57087
18990,G1301050000100,34.18261,-83.01429,3817,1455.358,7.283007,13105,19288
18995,G1301070970100,32.52273,-82.18452,5648,1589.28,7.371036,13107,22502
19001,G1301090970100,32.22138,-81.91367,3011,1570.368,7.359065,13109,10757
19004,G1301110050100,34.94209,-84.24061,3811,1752.338,7.468706,13111,24480
19009,G1301130140101,33.52585,-84.48878,7395,95703.0,11.469,13113,110306
19029,G1301150000100,34.34883,-85.06544,4810,2295.506,7.738708,13115,96471
19049,G1301170130101,34.30176,-84.04573,3878,30591.0,10.32846,13117,211300
19094,G1301190890101,34.41307,-83.13,4028,10672.0,9.275379,13119,22328
19099,G1301210000100,33.79895,-84.35484,5183,383315.0,12.85661,13121,1010420
19302,G1301230080100,34.6887,-84.3288,4058,1023.998,6.93147,13123,29614
19307,G1301250010100,33.22928,-82.6107,3027,1049.428,6.956,13125,3027
19308,G1301270000101,31.14476,-81.37696,1499,11234.0,9.3267,13127,83467
19323,G1301290970100,34.54389,-84.75443,6446,1480.967,7.300451,13129,56424
19332,G1301310950100,31.03081,-84.24802,2034,1184.237,7.076854,13131,25048
19338,G1301330950100,33.66812,-83.24239,2362,1816.18,7.50449,13133,16732
19345,G1301350050103,34.13282,-84.02698,10831,62320.0,11.04004,13135,889954
19458,G1301370000100,34.66792,-83.42139,3671,2015.556,7.60865,13137,43878
19466,G1301390000101,34.41014,-83.67684,4859,9054.0,9.110962,13139,192865
19502,G1301410480300,33.19531,-83.10127,1953,984.962,6.892603,13141,8667
19504,G1301430010100,33.86116,-85.12934,3837,1942.388,7.571673,13143,28722
19509,G1301450120198,32.82293,-85.00736,4961,1181.636,7.074656,13145,33198
19514,G1301470960100,34.42139,-82.93812,5526,1932.247,7.566439,13147,25535
19519,G1301490970100,33.28229,-85.02852,4393,853.5287,6.749379,13149,11607
19522,G1301510070104,33.51341,-84.26586,13339,86831.0,11.37172,13151,217506
19547,G1301530020105,32.6421,-83.64526,6916,70222.0,11.15942,13153,150341
19570,G1301550950100,31.65664,-83.40991,2201,1174.169,7.068316,13155,9278
19572,G1301570010101,34.15977,-83.68953,6215,8553.0,9.054037,13157,63851
19583,G1301590010100,33.41797,-83.61131,2432,1512.803,7.32172,13159,13732
19586,G1301610960100,31.83252,-82.53641,7352,1566.615,7.356673,13161,14999
19589,G1301630960100,33.2103,-82.34457,4497,810.0203,6.697059,13163,15954
19593,G1301650960100,32.84946,-81.936,5941,725.7428,6.587196,13165,8929
19595,G1301670960100,32.66919,-82.56741,3081,1413.183,7.2536,13167,9800
19598,G1301690030101,32.94523,-83.66491,2653,28655.0,10.26308,13169,28540
19604,G1301710970100,33.14148,-84.15161,6992,2452.351,7.804802,13171,18282
19607,G1301730950100,31.03272,-83.00618,2101,1961.51,7.58147,13173,10388
19609,G1301750950100,32.62917,-82.81469,3262,1922.578,7.561422,13175,47451
19622,G1301770020100,31.78386,-84.04491,6359,877.3273,6.77688,13177,29216
19627,G1301790010101,31.94553,-81.56842,6184,2889.926,7.968986,13179,62120
19641,G1301810970100,33.85831,-82.52309,3793,806.4763,6.692675,13181,7768
19643,G1301830970100,31.79667,-81.81964,10938,1105.483,7.008038,13183,17857
19645,G1301850010101,30.99355,-83.24509,4057,12373.0,9.423272,13185,113941
19670,G1301870960101,34.49802,-83.91343,7254,5468.0,8.606668,13187,31567
19674,G1301890950100,33.57474,-82.52373,2428,1681.862,7.427657,13189,21488
19679,G1301910110100,31.56681,-81.44109,4260,875.5244,6.774823,13191,14061
19682,G1301930000100,32.44273,-83.94492,2191,2074.336,7.637396,13193,13675
19686,G1301950020100,34.17822,-83.31718,5053,1782.812,7.485947,13195,28600
19692,G1301970920100,32.43534,-84.5219,4121,612.0054,6.416741,13197,8558
19694,G1301990970500,32.90239,-84.58802,5206,1306.438,7.17506,13199,21152
19698,G1302010950100,31.16544,-84.61576,1744,1143.421,7.04178,13201,5884
19701,G1302050090100,31.38042,-84.10419,3317,1736.119,7.459408,13205,22574
19706,G1302070050101,33.14316,-83.97643,5518,1893.748,7.546313,13207,26795
19711,G1302090950100,32.28318,-82.53238,1897,1284.318,7.157983,13209,8962
19714,G1302110010100,33.71769,-83.48713,2674,1983.596,7.592667,13211,18013
19719,G1302130010100,34.93839,-84.72526,3289,1836.668,7.515708,13213,39444
19727,G1302150000200,32.51509,-84.9614,3008,139335.0,11.84464,13215,198647
19780,G1302170100100,33.6646,-83.86829,11070,6155.0,8.72502,13217,105042
19793,G1302190030100,33.90644,-83.55039,12166,8001.0,8.987322,13219,35972
19799,G1302210960100,33.95399,-82.95427,1793,1085.826,6.990097,13221,14654
19803,G1302230120101,34.05133,-84.7686,13319,50097.0,10.82172,13223,152399
19822,G1302250040101,32.57551,-83.74959,1703,52446.0,10.86754,13225,27027
19828,G1302270050100,34.49283,-84.34785,5444,9323.0,9.14024,13227,30343
19834,G1302290960100,31.37541,-82.10615,2945,925.4769,6.830309,13229,19141
19838,G1302310010100,33.12308,-84.31967,6933,1916.721,7.558372,13231,17919
19842,G1302330010100,34.05204,-85.04558,6144,2385.723,7.777257,13233,41444
19849,G1302350950100,32.24288,-83.39692,3282,1584.039,7.367733,13235,11396
19852,G1302370960101,33.29618,-83.26014,3147,1636.948,7.400589,13237,21430
19857,G1302390960300,31.86733,-85.01878,2140,1103.962,7.00666,13239,2140
19858,G1302410970100,34.94475,-83.35709,5504,1642.293,7.403849,13241,16354
19863,G1302430790100,31.79886,-84.68167,1813,818.7755,6.70781,13243,7206
19865,G1302450000100,33.4861,-82.0216,3990,119319.0,11.68956,13245,201568
19912,G1302470060101,33.72404,-84.0121,3123,63690.0,11.06178,13247,88482
19927,G1302490960100,32.30797,-84.3194,2985,1353.355,7.210342,13249,5168
19929,G1302510970200,32.89927,-81.60198,1584,569.7833,6.345256,13251,14037
19934,G1302530200100,30.92783,-84.80607,2732,1634.779,7.399263,13253,8549
19937,G1302550160100,33.32804,-84.32112,5796,26382.0,10.18044,13255,64192
19949,G1302570970100,34.61841,-83.33251,6632,6400.0,8.764053,13257,25625
19954,G1302590950100,32.08595,-84.69531,1710,854.3763,6.750372,13259,5832
19956,G1302610950100,32.12239,-84.08685,1124,2728.929,7.911664,13261,30687
19964,G1302630960100,32.79355,-84.57191,2344,1306.438,7.17506,13263,6423
19967,G1302650010200,33.56609,-82.87876,1844,730.2909,6.593443,13265,1844
19968,G1302670950100,32.23239,-82.12188,3090,1038.852,6.945871,13267,25402
19973,G1302690950100,32.66012,-84.24634,1428,855.7647,6.751996,13269,8267
19976,G1302710950100,32.02427,-82.87344,11674,1208.898,7.097464,13271,16339
19979,G1302730120200,31.8492,-84.44234,1401,6015.0,8.702012,13273,8978
19983,G1302750960100,31.04596,-84.06371,1262,2061.865,7.631366,13275,44909
19994,G1302770960100,31.5479,-83.55572,2617,10912.0,9.297618,13277,40531
20003,G1302790970100,32.17553,-82.25484,5005,1299.553,7.169775,13279,27160
20009,G1302810960100,34.95242,-83.86935,4536,8929.0,9.097059,13281,11173
20012,G1302830960100,32.44245,-82.51433,1699,1311.238,7.178727,13283,6752
20014,G1302850960100,33.15671,-84.93034,5843,2048.536,7.62488,13285,69433
20028,G1302870970200,31.72663,-83.70647,5112,1044.122,6.950932,13287,8036
20030,G1302890060100,32.745,-83.41129,4721,948.1113,6.854472,13289,8323
20032,G1302910000101,34.93105,-84.11102,3117,2272.595,7.728678,13291,22262
20038,G1302930010100,32.92179,-84.20059,3107,2321.694,7.750052,13293,26241
20045,G1302950020100,34.93757,-85.27628,6677,79471.0,11.28315,13295,68609
20058,G1302970110100,33.87934,-83.72942,9164,19546.0,9.880526,13297,88695
20073,G1302990950100,31.37696,-82.52731,1650,1200.655,7.090623,13299,29706
20082,G1303010970400,33.35959,-82.57786,2770,2622.058,7.871715,13301,5410
20084,G1303030950100,33.06355,-82.8923,1888,2838.934,7.951184,13303,20506
20089,G1303050970100,31.71455,-82.0278,3785,971.1451,6.878476,13305,29833
20095,G1303070960100,32.1069,-84.53714,1330,1093.23,6.996892,13307,2627
20097,G1303090780100,32.11618,-82.6685,2545,1322.035,7.186928,13309,7952
20099,G1303110950100,34.73783,-83.72153,2474,1384.274,7.232932,13311,28509
20104,G1303130000101,34.92801,-84.88004,4535,2634.203,7.876336,13313,103963
20122,G1303150960100,31.96143,-83.31096,4016,1539.504,7.339216,13315,8896
20126,G1303170010101,33.88902,-82.70775,1304,1093.167,6.996834,13317,9905
20130,G1303190960200,32.85938,-83.1862,2873,1462.188,7.287689,13319,9147
20133,G1303210950100,31.72487,-83.90362,3028,877.3273,6.77688,13321,20809
20138,G1500010020100,19.82006,-155.1884,4646,959.478,6.866389,15001,196325
20171,G1500030000106,21.30496,-157.7079,7893,55790.0,10.92935,15003,990060
20406,G1500050031900,21.17039,-156.9471,86,2198.503,7.695532,15005,86
20407,G1500070040103,22.17833,-159.4244,5127,6198.0,8.731982,15007,71093
20420,G1500090030100,20.72681,-156.1444,1726,584.7338,6.371157,15009,164094
20454,G1600010000100,43.61626,-116.2077,3881,171853.0,12.05439,16001,435117
20513,G1600030950100,45.02339,-116.3193,1503,295.5027,5.688678,16003,3946
20515,G1600050000200,42.85454,-112.284,3847,2784.488,7.931819,16005,84113
20537,G1600070950100,42.25697,-111.1927,3529,382.3608,5.946365,16007,5942
20539,G1600090940000,47.24844,-116.8243,4664,461.4197,6.134308,16009,9050
20541,G1600110940000,43.10902,-112.2207,2781,1401.423,7.245244,16011,45369
20549,G1600130960100,43.23608,-113.7363,4868,147.9588,4.996934,16013,21583
20553,G1600150950200,43.98913,-115.7302,6968,77.62149,4.351844,16015,6968
20554,G1600170950100,48.16737,-116.2365,1998,640.4166,6.462119,16017,41855
20563,G1600190970100,43.34481,-111.4368,5361,141.1938,4.950134,16019,110404
20584,G1600210970100,48.85606,-116.2379,6340,266.7375,5.586265,16021,11323
20586,G1600230970100,43.72329,-113.1711,2613,47.25621,3.855584,16023,2613
20587,G1600250970100,43.46325,-114.8059,886,131.7964,4.881258,16025,886
20588,G1600270020100,43.57934,-116.5642,1016,113889.0,11.64298,16027,207027
20617,G1600290960100,42.70658,-111.8658,4236,214.6138,5.36884,16029,6862
20619,G1600310950100,42.2944,-113.3777,3166,168.3637,5.126126,16031,23472
20625,G1600330950100,44.28398,-112.3513,1055,79.72926,4.378636,16033,1055
20626,G1600350940000,46.47886,-116.2756,5629,313.6782,5.748368,16035,8533
20628,G1600370960200,44.24133,-114.2817,4141,58.07357,4.061711,16037,4141
20629,G1600390960100,43.41833,-115.3165,2606,146.5145,4.987124,16039,26232
20634,G1600410970100,42.22345,-111.8476,6286,449.1244,6.1073,16041,13120
20636,G1600430970100,44.28916,-111.5071,1129,171.706,5.145783,16043,12889
20639,G1600450960100,44.09357,-116.3662,4447,306.6074,5.725568,16045,16850
20642,G1600470960100,43.03166,-114.8281,7479,209.3422,5.34397,16047,15110
20644,G1600490940000,46.14448,-116.1326,4597,1411.632,7.252502,16049,16275
20649,G1600510960100,43.84018,-112.3684,3387,192.6029,5.26063,16051,27410
20653,G1600530970100,42.67353,-114.142,3176,378.1723,5.93535,16053,23039
20658,G1600550000100,47.93026,-116.8956,6320,1780.115,7.484433,16055,150128
20683,G1600570005100,46.77755,-117.0094,8223,17247.0,9.755393,16057,38697
20690,G1600590970100,45.14825,-114.3765,2575,77.14921,4.345741,16059,7755
20693,G1600610940001,46.24791,-116.1024,1753,1411.632,7.252502,16061,3824
20696,G1600630950100,43.00241,-114.1383,5296,145.2841,4.978691,16063,5296
20697,G1600650950100,43.86317,-111.8477,6119,23639.0,10.07065,16065,38241
20703,G1600670970100,42.67073,-113.8361,3073,1242.962,7.125252,16067,20448
20708,G1600690940000,46.41099,-116.6594,4759,459.2164,6.129521,16069,40014
20718,G1600710960100,42.1949,-112.5396,4284,88.55743,4.483651,16071,4284
20719,G1600730950101,43.59368,-116.9707,4460,1939.534,7.570203,16073,11384
20722,G1600750960100,44.07527,-116.693,6225,560.8866,6.329519,16075,22839
20726,G1600770960100,42.59568,-112.7153,1787,214.2886,5.367323,16077,7667
20728,G1600790960200,47.33879,-115.8861,3889,661.5372,6.494566,16079,12490
20731,G1600810960100,43.75946,-111.2077,10776,248.7905,5.516611,16081,10776
20732,G1600830000200,42.57032,-114.4407,6391,51059.0,10.84074,16083,82248
20746,G1600850970100,44.71872,-115.4667,2344,144.3012,4.971903,16085,10104
20749,G1600870970100,44.50476,-116.6866,1807,204.9744,5.322885,16087,9996
20752,G1700010000100,39.94966,-91.35416,4580,41770.0,10.63993,17001,66787
20770,G1700030957600,37.2834,-89.35931,2413,984.7687,6.892407,17003,6776
20774,G1700050951200,38.96585,-89.35938,2880,2278.92,7.731457,17005,17034
20778,G1700070010100,42.26763,-88.85248,7740,33091.0,10.40702,17007,53638
20785,G1700090970400,39.96151,-90.7502,2582,7210.0,8.883224,17009,6791
20787,G1700110964700,41.52597,-89.32541,3001,882.9453,6.783263,17011,33619
20797,G1700130951200,39.304,-90.70976,2618,639.6609,6.460938,17013,4897
20799,G1700150960100,42.14883,-89.7916,3305,888.2326,6.789234,17015,14704
20805,G1700170960100,39.9767,-90.07406,2263,1087.307,6.99146,17017,12880
20810,G1700190000200,40.1242,-88.23291,1741,144231.0,11.87917,17019,207946
20853,G1700210958100,39.71522,-89.28672,2792,742.2761,6.609721,17021,33562
20863,G1700230060100,39.33408,-87.69408,4674,6970.0,8.849371,17023,15924
20867,G1700250971900,38.84501,-88.47642,2411,1317.594,7.183562,17025,13393
