,gisjoin,lat_tract,long_tract,population,adj_radiuspop_5,urbanindex,FIPS,total_pop
39063,G3100690952100,41.61943,-102.3354,1913,67.94252,4.218662,31069,1913
39064,G3100710973200,41.91436,-98.99139,1958,132.3694,4.885596,31071,1958
39065,G3100730967600,40.51482,-99.8307,2019,236.9408,5.467811,31073,2019
39066,G3100750956300,41.91499,-101.7405,682,130.0053,4.867576,31075,682
39067,G3100770970900,41.56744,-98.52125,2436,175.8294,5.169514,31077,2436
39068,G3100790000100,40.96887,-98.53067,2728,1775.21,7.481674,31079,61233
39082,G3100810969100,40.90448,-97.90388,1805,2031.959,7.616756,31081,9149
39085,G3100830964200,40.17649,-99.40465,3469,251.9433,5.529204,31083,3469
39086,G3100850961500,40.52478,-101.0618,957,129.2074,4.861419,31085,957
39087,G3100870962700,40.17635,-101.0423,2860,161.1947,5.082613,31087,2860
39088,G3100890974000,42.6699,-98.76378,1645,443.7292,6.095214,31089,10293
39092,G3100910956700,41.91591,-101.1353,684,126.6377,4.84133,31091,684
39093,G3100930970500,41.22372,-98.4214,1567,669.0434,6.505849,31093,6385
39095,G3100950963600,40.17679,-97.14204,3171,7106.0,8.868694,31095,7276
39098,G3100970967500,40.4105,-96.30473,1810,836.1959,6.728863,31097,5200
39100,G3100990966600,40.50706,-98.94791,3535,6013.0,8.701679,31099,6547
39102,G3101010000100,41.128,-101.7219,1519,6071.0,8.711279,31101,8129
39105,G3101030975400,42.87883,-99.71235,720,69.25138,4.237743,31103,720
39106,G3101050954500,41.19766,-103.715,3688,129.5228,4.863857,31105,3688
39107,G3101070976200,42.61053,-98.11596,2973,176.3251,5.172329,31107,8496
39110,G3101090000100,40.86014,-96.62311,3431,119926.0,11.69463,31109,306357
39184,G3101110959700,41.07653,-100.4878,3623,373.1971,5.922107,31111,35569
39192,G3101130957500,41.56649,-100.4829,919,127.3676,4.847077,31113,919
39193,G3101150972800,41.91385,-99.45442,537,132.3694,4.885596,31115,537
39194,G3101170957900,41.56808,-101.0605,432,165.4836,5.108872,31117,432
39195,G3101190960600,42.04312,-97.38525,5263,24122.0,10.09088,31119,35062
39204,G3101210966600,41.23378,-97.91849,2055,827.617,6.718551,31121,7829
39207,G3101230952500,41.716,-103.0106,4903,120.192,4.789091,31123,4903
39208,G3101250966100,41.3973,-97.99225,3569,527.2479,6.267671,31125,3569
39209,G3101270968100,40.38858,-95.85117,3574,6468.0,8.774622,31127,7041
39211,G3101290960000,40.18136,-98.04686,2373,699.6772,6.550619,31129,4318
39213,G3101310966600,40.64358,-95.95675,1917,2556.012,7.846204,31131,15875
39218,G3101330967800,40.13154,-96.23705,2704,326.2285,5.787598,31133,2704
39219,G3101350959300,40.85094,-101.6496,2904,197.0879,5.283649,31135,2904
39220,G3101370967000,40.42436,-99.36446,2742,6144.0,8.723231,31137,9163
39223,G3101390979100,42.26035,-97.45992,3959,528.0079,6.269111,31139,7175
39225,G3101410965100,41.6494,-97.54673,3857,523.9189,6.261337,31141,32875
39232,G3101430960000,41.25521,-97.57611,2071,875.3798,6.774658,31143,5244
39234,G3101450963100,40.17351,-100.4713,2633,1869.593,7.533476,31145,10870
39237,G3101470964500,40.15102,-95.5938,1761,1649.018,7.407936,31147,8045
39240,G3101490974600,42.42129,-99.44993,1381,125.3322,4.830967,31149,1381
39241,G3101510960600,40.64725,-96.97056,7820,1060.585,6.966577,31151,14325
39245,G3101530010103,41.17175,-95.88569,4529,86987.0,11.37351,31153,175188
39288,G3101550968100,41.35127,-96.57616,3160,2333.891,7.755292,31155,20953
39293,G3101570952900,41.89943,-103.492,2635,1695.286,7.435606,31157,36509
39304,G3101590960100,40.93641,-97.14217,4319,10589.0,9.267571,31159,17045
39308,G3101610951600,42.84029,-102.2288,2017,89.43911,4.493558,31161,5241
39310,G3101630970100,41.22059,-98.9762,3048,224.9788,5.416006,31163,3048
39311,G3101650950100,42.48771,-103.7589,1256,80.05617,4.382729,31165,1256
39312,G3101670962100,41.87934,-97.17336,1520,685.4188,6.53003,31167,6020
39314,G3101690963100,40.22143,-97.64584,2587,697.7865,6.547913,31169,5133
39316,G3101710957100,41.91351,-100.5559,643,127.3676,4.847077,31171,643
39317,G3101730940100,42.10785,-96.50552,4378,885.7792,6.786468,31173,7055
39319,G3101750971300,41.56709,-98.98534,1756,5497.0,8.611958,31175,4252
39321,G3101770050101,41.5386,-96.17081,3259,12481.0,9.431963,31177,20414
39326,G3101790978600,42.20831,-97.12378,3617,1678.488,7.425649,31179,9409
39328,G3101810965000,40.25277,-98.4943,1886,520.8481,6.255458,31181,3597
39330,G3101830973600,41.91477,-98.52818,846,135.1484,4.906374,31183,846
39331,G3101850969600,40.9413,-97.59898,2691,7146.0,8.874308,31185,13832
39335,G3200010950100,39.57033,-118.1452,2449,92.24239,4.52442,32001,24022
39342,G3200030000101,36.18157,-115.1923,7105,467219.0,13.05455,32003,2112436
39829,G3200050001000,38.90833,-119.7306,2520,22398.0,10.01673,32005,47632
39845,G3200070950200,40.63742,-115.0069,2208,120.3981,4.790803,32007,52377
39859,G3200090950100,37.78469,-117.6324,1102,39.80604,3.684019,32009,1102
39860,G3200110000100,39.98389,-116.2686,1728,44.86818,3.803729,32011,1728
39861,G3200130010500,41.49154,-118.2842,6088,34.40027,3.538064,32013,17088
39865,G3200150000300,39.93381,-117.0379,5887,44.86818,3.803729,32015,5887
39866,G3200170950100,38.15884,-114.507,2901,28.4329,3.347547,32017,5203
39868,G3200190960101,39.55598,-119.1833,10468,10541.0,9.263028,32019,52303
39878,G3200210970700,38.546,-118.6535,2689,482.8879,6.179785,32021,4471
39880,G3200230960100,38.68092,-116.419,2581,48.6582,3.88482,32023,43296
39889,G3200270960100,40.44036,-118.4044,6661,29.38647,3.380534,32027,6661
39890,G3200290970200,39.44653,-119.5292,3891,964.5074,6.871617,32029,3891
39891,G3200310000101,39.5274,-119.82,3123,217896.0,12.29177,32031,445551
39998,G3200330970100,39.56707,-114.7914,1757,163.0687,5.094172,32033,9858
40001,G3205100000100,39.16164,-119.7712,3015,56108.0,10.93503,32510,54219
40014,G3300010965100,43.64916,-71.59696,3276,6205.0,8.73311,33001,60383
40029,G3300030955100,44.1286,-71.23001,3928,1076.834,6.981781,33003,47524
40040,G3300050970100,43.09109,-72.27995,4141,1750.409,7.467605,33005,76109
40056,G3300070950100,45.09603,-71.27247,1921,215.3144,5.372099,33007,32119
40067,G3300090960100,44.3323,-71.80946,5911,856.1105,6.752399,33009,89280
40086,G3300110000101,43.01538,-71.46039,2954,127001.0,11.75195,33011,406371
40171,G3300130003001,43.07219,-71.4764,4246,50317.0,10.8261,33013,147958
40207,G3300150003301,42.91432,-71.26942,4564,46807.0,10.75379,33015,302479
40271,G3300170080100,43.10802,-70.92403,2881,40199.0,10.6016,33017,126552
40296,G3300190975100,43.51667,-72.29913,4216,1672.76,7.42223,33019,43073
40306,G3400010000100,39.35637,-74.463,2190,92045.0,11.43003,34001,272926
40375,G3400030001000,41.03318,-74.13325,6820,181514.0,12.10909,34003,937920
40554,G3400050700102,39.99937,-75.0221,2726,484703.0,13.09129,34005,449192
40668,G3400070600200,39.9366,-75.10753,1891,696918.0,13.45442,34007,510996
40795,G3400090020101,39.28279,-74.56832,3933,28500.0,10.25766,34009,94549
40827,G3400110010101,39.30638,-74.93491,1898,8061.0,8.994793,34011,154952
40861,G3400130000100,40.78248,-74.16913,6493,711071.0,13.47453,34013,800401
41071,G3400150500100,39.86686,-75.12851,4223,305708.0,12.63039,34015,291372
41134,G3400170000100,40.756,-74.05153,6836,1448973.0,14.18637,34017,679756
41299,G3400190010100,40.69521,-74.77831,5881,22217.0,10.00861,34019,125717
41325,G3400210000100,40.19558,-74.75554,3146,238822.0,12.38347,34021,373362
41402,G3400230000100,40.57002,-74.51196,8182,177714.0,12.08793,34023,837288
41577,G3400250800100,40.40134,-73.99019,4880,34094.0,10.43688,34025,627551
41720,G3400270040101,40.93686,-74.31101,4288,118528.0,11.6829,34027,498847
41820,G3400290710100,40.09176,-74.04487,4577,95026.0,11.46191,34029,589699
41943,G3400310116500,41.02995,-74.33187,8139,79270.0,11.28061,34031,510563
42043,G3400330020100,39.73727,-75.41146,1714,31561.0,10.35968,34033,63776
42067,G3400350050100,40.57239,-74.61605,3058,118026.0,11.67866,34035,333316
42135,G3400370371000,41.29643,-74.73047,3753,4125.0,8.324821,34037,143570
42176,G3400390030200,40.65707,-74.19221,3515,546015.0,13.2104,34039,557320
42284,G3400410030600,40.69761,-75.18623,3798,108230.0,11.59201,34041,107088
42307,G3500010000107,35.12248,-106.4885,2473,184139.0,12.12345,35001,674855
42460,G3500030976400,33.91533,-108.4047,3547,27.54138,3.31569,35003,3547
42461,G3500050000201,33.39152,-104.5319,3678,47719.0,10.77308,35005,65454
42477,G3500060941500,34.78574,-107.5628,2974,187.3573,5.233017,35006,27049
42484,G3500070950500,36.75595,-104.2521,4065,116.9562,4.761799,35007,12522
42487,G3500090000100,34.40673,-103.2316,5466,39023.0,10.57191,35009,50283
42499,G3500110960100,34.34239,-104.412,2016,44.28365,3.790615,35011,2016
42500,G3500130000102,32.33467,-106.7693,4216,84894.0,11.34916,35013,215833
42541,G3500150000100,32.4242,-104.2259,1686,31416.0,10.35507,35015,56793
42553,G3500170964100,33.01193,-108.2129,2323,318.6953,5.764235,35017,28382
42561,G3500190961600,34.86333,-104.7907,4426,42.64365,3.752878,35019,4426
42562,G3500210000100,35.85794,-103.8199,546,36.59508,3.599914,35021,546
42563,G3500230970000,31.91355,-108.7148,1779,85.90427,4.453234,35023,4446
42565,G3500250000100,32.70389,-103.1357,3696,38320.0,10.55373,35025,69505
42583,G3500270960200,33.90915,-105.6529,1577,110.7486,4.707263,35027,19497
42588,G3500280000100,35.92878,-106.2771,3650,2988.198,8.002426,35028,18031
42592,G3500290000100,32.24821,-107.702,5495,12294.0,9.416866,35029,24319
42598,G3500310940300,35.06861,-108.8606,7797,2095.655,7.647622,35031,72849
42615,G3500330955200,36.00995,-104.9446,4605,85.00744,4.442739,35033,4605
42616,G3500350000100,32.89586,-105.9508,1742,34676.0,10.4538,35035,65130
42632,G3500370958601,35.16174,-103.7289,2860,5879.0,8.679142,35037,8447
42635,G3500390000100,36.02831,-105.7408,3008,981.9216,6.889512,35039,39455
42644,G3500410000100,34.1736,-103.3318,4482,11038.0,9.309099,35041,19313
42649,G3500430010503,35.31824,-106.5427,3352,23263.0,10.05462,35043,138815
42676,G3500450000100,36.71876,-108.1855,4372,41838.0,10.64156,35045,128221
42709,G3500470957200,35.63977,-105.2143,4092,14564.0,9.586308,35047,28203
42716,G3500490000101,35.70663,-105.9228,3870,39571.0,10.58585,35049,147514
42766,G3500510962200,33.14081,-107.2406,3454,5988.0,8.697513,35051,11254
42770,G3500530940000,34.40648,-107.5507,779,109.1815,4.693012,35053,17098
42776,G3500550940000,36.20053,-105.7094,2164,978.2825,6.885798,35055,32809
42782,G3500570963201,34.99894,-106.1567,3767,7488.0,8.921057,35057,15534
42786,G3500590950200,36.48177,-103.471,4216,33.56379,3.513448,35059,4216
42787,G3500610940300,34.86164,-106.566,1053,7258.0,8.889859,35061,75845
42805,G3600010000100,42.66892,-73.73631,1939,202071.0,12.21637,36001,308580
42880,G3600030940200,42.2317,-78.30331,2,2873.884,7.963419,36003,47400
42893,G3600050000100,40.79101,-73.88265,7411,2791104.0,14.84195,36005,1455846
43229,G3600070000100,42.10727,-75.9413,3376,99104.0,11.50393,36007,196124
43284,G3600090940000,42.51092,-79.00546,350,13368.0,9.500619,36009,78175
43304,G3600110040100,43.26932,-76.65552,4639,2281.467,7.732574,36011,78319
43323,G3600130030100,42.11223,-79.21957,4058,37540.0,10.53316,36013,130846
43358,G3600150000100,42.10731,-76.80347,2665,61150.0,11.02108,36015,86883
43380,G3600170970100,42.69207,-75.48751,6007,1229.243,7.114154,36017,48763
43392,G3600190100100,44.9591,-73.43227,5676,1594.289,7.374183,36019,81224
43411,G3600210000100,42.46904,-73.43829,2367,2749.756,7.919267,36021,61481
43432,G3600230970100,42.67315,-75.97919,3517,876.0994,6.77548,36023,48334
43444,G3600250970100,42.45352,-74.8113,4465,2271.586,7.728233,36025,45950
43458,G3600270010000,41.82433,-73.55343,4314,1837.455,7.516137,36027,295685
43537,G3600290000110,42.84426,-78.84325,2757,181860.0,12.11099,36029,923995
43773,G3600310960100,44.45673,-73.47497,2633,2963.085,7.993986,36031,38233
43786,G3600330940000,44.97749,-74.64397,3292,1128.572,7.028708,36033,51054
43800,G3600350970100,43.19335,-74.17469,2584,2871.175,7.962477,36035,53955
43815,G3600370940100,43.06492,-78.43575,460,11474.0,9.347839,36037,58537
43830,G3600390080100,42.41897,-73.85875,3279,8918.0,9.095827,36039,47791
43845,G3600410950100,43.94057,-74.60564,719,271.7769,5.604982,36041,4646
43849,G3600430010100,42.92226,-75.05891,6303,2297.365,7.739518,36043,62943
43868,G3600450060100,44.28862,-75.8808,4145,942.5146,6.848551,36045,116567
43893,G3600470000100,40.70028,-73.99403,4116,2587681.0,14.76627,36047,2635121
44644,G3600490950100,43.97791,-75.27206,2603,887.1653,6.788032,36049,26845
44651,G3600510030100,42.95338,-77.82874,4178,7753.0,8.955835,36051,64373
44666,G3600530030501,42.92844,-75.84996,3325,6718.0,8.812546,36053,29195
44673,G3600550000200,43.16374,-77.62572,2273,322478.0,12.68379,36055,748680
44864,G3600570070200,42.93312,-74.20191,2200,28272.0,10.24963,36057,49500
44880,G3600590300100,40.81641,-73.74105,5181,318197.0,12.67043,36059,1363069
45159,G3600610000201,40.71186,-73.98585,2730,2699300.0,14.8085,36061,1653877
45442,G3600630020100,43.12216,-79.05418,3508,56731.0,10.94608,36063,212675
45502,G3600650020102,43.1061,-75.23764,1293,105147.0,11.56312,36065,217582
45570,G3600670000100,43.0666,-76.17381,705,238426.0,12.38181,36067,467669
45710,G3600690050101,43.00235,-77.45364,3575,37762.0,10.53906,36069,109491
45735,G3600710000100,41.51448,-74.01589,3307,101958.0,11.53232,36071,378174
45814,G3600730040200,43.26343,-78.38026,3224,8838.0,9.086816,36073,41584
45824,G3600750020100,43.57208,-75.8895,3760,572.6461,6.350268,36075,119833
45853,G3600770590100,42.76955,-74.82932,4537,1370.305,7.222789,36077,60750
45870,G3600790010100,41.47467,-73.5483,3506,49563.0,10.811,36079,99464
45889,G3600810000100,40.74301,-73.95045,7575,3159505.0,14.96593,36081,2339280
46538,G3600830040100,42.78626,-73.66901,4552,108964.0,11.59877,36083,159800
46580,G3600850000300,40.64144,-74.07391,1927,913529.0,13.72507,36085,475948
46688,G3600870010101,41.26341,-74.01981,5990,51484.0,10.84903,36087,325027
46753,G3600890490100,44.97407,-74.84748,3169,12303.0,9.417599,36089,110817
46781,G3600910060101,43.23639,-73.67654,5976,22244.0,10.00983,36091,226632
46831,G3600930020101,42.82402,-73.91135,2476,142865.0,11.86966,36093,155239
46874,G3600950740100,42.70903,-74.31204,4897,2289.542,7.736107,36095,31611
46882,G3600970950100,42.46608,-76.79303,4935,1148.469,7.046185,36097,18112
46887,G3600990950100,42.98349,-76.84418,2420,9327.0,9.140669,36099,34843
46897,G3601010960100,42.52116,-77.19534,1387,1748.645,7.466597,36101,97539
46927,G3601030110101,40.91379,-73.46296,3702,52743.0,10.87319,36103,1497595
47249,G3601050950100,41.87202,-74.59106,3456,1890.701,7.544703,36105,75783
47273,G3601070020100,42.29582,-76.17706,6060,1278.853,7.153719,36107,49322
47283,G3601090000100,42.43965,-76.49849,1456,62937.0,11.04989,36109,104415
47306,G3601110950100,42.12413,-73.98866,5121,11130.0,9.317399,36111,180129
47353,G3601130070100,43.29871,-73.65144,2523,63421.0,11.05755,36113,64701
47372,G3601150080100,43.30123,-73.58395,4575,43995.0,10.69183,36115,62183
47389,G3601170020101,43.25326,-77.31539,5144,15473.0,9.646852,36117,91442
47411,G3601190000101,40.92636,-73.89822,4732,960747.0,13.77547,36119,975321
47633,G3601210970100,42.82913,-78.08261,2426,2399.351,7.782954,36121,40886
47644,G3601230150100,42.60344,-76.95039,6229,2402.434,7.784238,36123,25083
47649,G3700010020100,36.09148,-79.4456,3723,87156.0,11.37545,37001,157844
47685,G3700030040100,35.97543,-81.07335,3101,1578.917,7.364494,37003,37159
47692,G3700050950100,36.48289,-81.00798,4057,1680.242,7.426693,37005,10935
47695,G3700070920100,34.98562,-79.94043,2777,1185.203,7.077669,37007,25531
47701,G3700090970200,36.52821,-81.54318,3011,1400.982,7.244929,37009,26833
47707,G3700110930100,36.19751,-81.90351,3314,3586.0,8.184793,37011,17535
47712,G3700130930100,35.60902,-76.69522,5382,749.0576,6.618816,37013,47316
47723,G3700150960100,36.13749,-76.8367,5723,577.4637,6.358645,37015,19913
47727,G3700170950100,34.6273,-78.41611,5701,531.3328,6.275389,37017,34130
47733,G3700190020101,34.32021,-78.08126,2792,7216.0,8.884056,37019,122586
47765,G3700210000100,35.59488,-82.55321,1466,89882.0,11.40625,37021,252268
47821,G3700230020100,35.82504,-81.6788,4387,12304.0,9.41768,37023,88898
47839,G3700250040500,35.36626,-80.53611,12575,40619.0,10.61199,37025,196716
47876,G3700270030100,35.91665,-81.54132,5196,22002.0,9.998889,37027,81805
47893,G3700290950101,36.45773,-76.30646,5554,1684.906,7.429465,37029,10336
47895,G3700310970101,34.89331,-76.3604,1085,1179.603,7.072933,37031,68699
47931,G3700330930100,36.49524,-79.21835,2294,1132.697,7.032357,37033,22833
47937,G3700350010101,35.76699,-81.13681,6047,15293.0,9.635151,37035,156182
47968,G3700370020103,35.83853,-79.0561,4557,43204.0,10.67369,37037,68364
47981,G3700390930100,35.20666,-83.78483,4538,1782.709,7.485889,37039,27463
47988,G3700410930101,36.05945,-76.62698,5207,2084.211,7.642146,37041,14370
47991,G3700430950100,35.06767,-83.70888,4825,1029.815,6.937134,37043,10753
47993,G3700450950101,35.50911,-81.59257,4742,1676.003,7.424167,37045,97038
48015,G3700470930100,34.32938,-78.2625,4035,1477.108,7.297842,37047,56589
48028,G3700490960101,35.09812,-76.97351,3768,15326.0,9.637306,37049,103374
48049,G3700510000200,35.03744,-78.87356,2296,83322.0,11.33047,37051,332766
48116,G3700530110101,36.4024,-75.84385,771,1401.217,7.245097,37053,25247
48123,G3700550970101,36.14178,-75.74188,3882,6405.0,8.764834,37055,35412
48132,G3700570060101,35.98446,-80.05892,5971,80940.0,11.30146,37057,164118
48166,G3700590080100,35.94228,-80.64339,7774,6737.0,8.81537,37059,41766
48173,G3700610090100,35.11483,-77.90579,10490,1082.825,6.987329,37061,59350
48184,G3700630000101,36.02416,-78.88427,3074,144881.0,11.88367,37063,300865
48243,G3700650020200,35.90938,-77.78387,6225,36603.0,10.50789,37065,54032
48257,G3700670000100,36.09767,-80.24682,2145,153980.0,11.94458,37067,368362
48350,G3700690060100,36.20561,-78.27242,4829,2089.235,7.644553,37069,63866
48362,G3700710030101,35.37592,-80.99655,3704,37918.0,10.54318,37071,214049
48427,G3700730970100,36.42413,-76.59533,4109,1465.605,7.290023,37073,11601
48430,G3700750920100,35.40332,-83.79694,2549,2362.518,7.767483,37075,8607
48433,G3700770970101,36.47427,-78.61504,4661,1024.031,6.931501,37077,58503
48446,G3700790950101,35.55688,-77.69161,3957,1877.607,7.537753,37079,21059
48450,G3700810010100,36.09315,-79.76111,1737,137593.0,11.83206,37081,517197
48568,G3700830930100,36.39672,-77.59573,3165,11537.0,9.353314,37083,52300
48580,G3700850070100,35.28171,-78.61818,4745,24207.0,10.0944,37085,128753
48607,G3700870920101,35.64342,-83.04397,3652,2635.678,7.876896,37087,59854
48622,G3700890930100,35.43554,-82.33891,4537,5587.0,8.628198,37089,112156
48648,G3700910950100,36.46348,-77.0382,6722,682.6793,6.526025,37091,24262
48653,G3700930970101,35.02803,-79.18329,9881,20683.0,9.937067,37093,52571
48661,G3700950920100,35.53238,-76.24886,5507,192.8299,5.261808,37095,5507
48662,G3700970060100,35.79425,-80.87415,5641,39958.0,10.59558,37097,169798
48706,G3700990940200,35.46655,-83.24764,6387,13654.0,9.521788,37099,41725
48715,G3701010040100,35.58224,-78.15752,6719,2486.835,7.818766,37101,186308
48740,G3701030920100,34.93888,-77.17677,3629,1094.115,6.997701,37103,9776
48743,G3701050030101,35.48006,-79.19297,4709,31568.0,10.3599,37105,59805
48756,G3701070010100,35.35087,-77.49686,4330,2522.145,7.832865,37107,57934
48771,G3701090070100,35.46822,-81.25356,4763,27719.0,10.22987,37109,80504
48789,G3701110970100,35.80625,-82.02602,5412,1792.54,7.491389,37111,45069
48799,G3701130970100,35.2813,-83.3848,2441,2221.135,7.705773,37113,34160
48808,G3701150010100,35.96009,-82.64808,2752,872.8053,6.771712,37115,21347
48814,G3701170970100,35.7857,-76.91521,4332,1060.746,6.966728,37117,23227
48820,G3701190000100,35.22592,-80.84418,4661,226293.0,12.32959,37119,1034290
49050,G3701210950100,36.08591,-82.24103,2569,1291.198,7.163326,37121,15155
49054,G3701230960100,35.38526,-79.78061,6482,2112.73,7.655736,37123,27445
49060,G3701250950100,35.46189,-79.4688,3243,1137.972,7.037003,37125,94191
49078,G3701270010200,35.90925,-77.82259,4591,36226.0,10.49753,37127,94125
49096,G3701290010100,34.24208,-77.93616,2251,96436.0,11.47663,37129,219866
49139,G3701310920100,36.4634,-77.25404,4752,569.3229,6.344448,37131,20426
49144,G3701330000102,34.71823,-77.16473,9406,14329.0,9.570041,37133,192685
49175,G3701350010701,35.91825,-79.12006,2283,67427.0,11.1188,37135,141812
49203,G3701370950101,35.1389,-76.90125,3240,6769.0,8.820108,37137,12803
49207,G3701390960100,36.30431,-76.21806,1371,25390.0,10.14211,37139,39546
49217,G3701410920101,34.3438,-77.67358,366,16777.0,9.727764,37141,57630
49232,G3701430920100,36.24097,-76.41475,6208,1789.12,7.489479,37143,13506
49235,G3701450920100,36.43571,-78.8653,6856,2114.353,7.656504,37145,39240
49242,G3701470000100,35.60596,-77.37264,5777,84434.0,11.34373,37147,176484
49274,G3701490920101,35.2506,-82.03495,3327,5904.0,8.683385,37149,20434
49281,G3701510030100,35.67348,-79.82585,4774,29578.0,10.29479,37151,142827
49309,G3701530970100,35.04676,-79.61729,4543,1346.795,7.205483,37153,45447
49320,G3701550960101,34.82657,-78.9304,4131,7812.0,8.963416,37155,134187
49351,G3701570040101,36.4744,-79.61369,4062,9876.0,9.197863,37157,91566
49372,G3701590050201,35.64957,-80.43966,4541,40520.0,10.60955,37159,138940
49402,G3701610960100,35.48449,-81.81262,6663,938.508,6.844291,37161,66523
49415,G3701630970100,35.08983,-78.24147,7195,2923.12,7.980407,37163,63664
49426,G3701650010101,34.72924,-79.49983,3532,21380.0,9.970211,37165,35445
49433,G3701670930101,35.43973,-80.28428,4327,2921.014,7.979686,37167,60875
49446,G3701690070100,36.44559,-80.09827,5972,2402.823,7.7844,37169,46124
49455,G3701710930101,36.51333,-80.48057,1933,6157.0,8.725345,37171,72315
49477,G3701730940100,35.51837,-83.28951,5318,9388.0,9.147187,37173,14208
49481,G3701750960100,35.32787,-82.71265,4715,1960.081,7.580741,37175,33291
49488,G3701770960100,35.81631,-76.21233,4090,236.1961,5.464663,37177,4090
49489,G3701790020100,35.1009,-80.36644,6443,1319.332,7.184881,37179,222095
49530,G3701810960100,36.42496,-78.34251,3932,2275.132,7.729793,37181,44420
49540,G3701830050100,35.78069,-78.63929,3841,214236.0,12.27483,37183,1023811
49725,G3701850950101,36.5019,-78.02977,1955,4229.0,8.349721,37185,20190
49731,G3701870950100,35.9006,-76.51312,4869,928.3265,6.833384,37187,12331
49734,G3701890920100,36.30502,-81.66875,4971,11837.0,9.378985,37189,53421
49747,G3701910000101,35.52693,-78.04166,7152,9544.0,9.163668,37191,124496
49773,G3701930960100,36.26318,-80.94679,7431,2799.629,7.937243,37193,68525
49787,G3701950000100,35.73062,-77.91487,3494,51167.0,10.84285,37195,81379
49806,G3701970050101,36.19058,-80.49766,5936,6406.0,8.764991,37197,37825
49813,G3701990960101,35.81416,-82.20966,3932,2304.805,7.742751,37199,17605
49818,G3800010965600,46.09684,-102.5285,2368,116.1852,4.755186,38001,2368
49819,G3800030967900,46.93579,-97.85085,1782,1882.377,7.54029,38003,10971
49823,G3800050940100,47.94229,-99.15369,2730,288.5902,5.665008,38005,6875
49827,G3800070963100,47.02345,-103.3764,983,175.3345,5.166696,38007,983
49828,G3800090952300,48.82085,-100.4463,2433,5498.0,8.61214,38009,6651
49831,G3800110965200,46.19358,-103.3997,1839,1129.812,7.029806,38011,3226
49833,G3800130953300,48.791,-102.5183,2253,67.98094,4.219227,38013,2253
49834,G3800150010100,46.80886,-100.7866,3408,67729.0,11.12327,38015,92372
49886,G3800190950900,48.76122,-98.37617,1928,4890.0,8.494947,38019,3817
49888,G3800210973200,46.12329,-98.09274,2403,291.0129,5.673368,38021,5041
49891,G3800230954500,48.81489,-103.4874,2378,123.6613,4.817546,38023,2378
49892,G3800250962200,47.35675,-102.6182,4349,71.18026,4.265215,38025,4349
49893,G3800270959200,47.71759,-98.90158,2321,304.9771,5.720237,38027,2321
49894,G3800290966500,46.28502,-100.2388,3389,105.3104,4.656912,38029,3389
49895,G3800310959600,47.45708,-98.88302,3318,231.0387,5.442585,38031,3318
49896,G3800330962900,46.94022,-103.8467,1892,206.6883,5.331212,38033,1892
49897,G3800350010100,47.9291,-97.04042,2981,64127.0,11.06862,38035,70130
49915,G3800370965900,46.35828,-101.6397,2387,93.8629,4.541835,38037,2387
49916,G3800390968600,47.45729,-98.23705,2276,130.9402,4.874741,38039,2276
49917,G3800410964700,46.40362,-102.2352,1262,169.4996,5.13285,38041,2601
49919,G3800430966800,46.98014,-99.78009,2457,82.79469,4.416364,38043,2457
49920,G3800450972100,46.45127,-98.19097,1421,203.1855,5.314119,38045,4106
49922,G3800470972500,46.45736,-99.47747,1932,130.9165,4.874559,38047,1932
49923,G3800490955600,48.39694,-100.6531,2664,105.3332,4.657128,38049,5951
49925,G3800510972900,46.11179,-99.44121,2680,130.9165,4.874559,38051,2680
49926,G3800530940100,47.84869,-102.7045,1444,582.217,6.366843,38053,11679
49930,G3800550960800,47.38476,-101.0424,4406,138.4444,4.930469,38055,9607
49932,G3800570961600,47.31713,-101.6296,2736,1071.021,6.976367,38057,8637
49935,G3800590020100,46.83139,-100.8859,5905,52222.0,10.86326,38059,30059
49940,G3800610940300,47.92207,-102.0834,1451,233.4675,5.453043,38061,9986
49943,G3800630959000,47.9217,-98.19203,2971,118.6752,4.776391,38063,2971
49944,G3800650961200,47.11528,-101.3404,1822,198.0725,5.288633,38065,1822
49945,G3800670950100,48.89109,-97.37848,1252,437.1696,6.080321,38067,7050
49950,G3800690956100,48.45801,-99.88499,1597,328.2148,5.793668,38069,4272
49952,G3800710957600,48.1,-98.84187,4339,7738.0,8.953898,38071,11574
49955,G3800730968900,46.47109,-97.41425,1628,441.272,6.089662,38073,5411
49958,G3800750952900,48.71907,-101.6578,2543,256.9094,5.548723,38075,2543
49959,G3800770970700,46.53037,-97.00576,2049,452.2586,6.114254,38077,16333
49965,G3800790941800,48.84887,-99.78854,6367,931.8051,6.837124,38079,14657
49969,G3800810974000,46.19392,-97.77311,1536,412.0713,6.021196,38081,3883
49971,G3800830960200,47.57541,-100.3457,1403,132.8038,4.888873,38083,1403
49972,G3800850940800,46.11853,-101.1603,1606,172.8618,5.152493,38085,4420
49974,G3800870965000,46.44722,-103.4599,674,237.9128,5.471904,38087,674
49975,G3800890963300,46.81421,-102.3062,1761,180.8287,5.19755,38089,30316
49983,G3800910968700,47.45615,-97.72467,1915,234.235,5.456325,38091,1915
49984,G3800930967000,47.12521,-98.96106,2653,237.3633,5.469592,38093,21058
49990,G3800950951500,48.68554,-99.2458,2258,159.0888,5.069463,38095,2258
